keywords_count,traffic_sum,top1_5,top6_10,top11_20,top21_50,top51_100,price_sum,domain,category,size_tier,date
297862,4913303,31506,13381,22889,104015,260357,1004550.16,wendys.com,fast_food,large,2025-05-01
259614,6214335,38214,15470,20168,77074,256415,1300861.51,wendys.com,fast_food,large,2025-06-01
233539,7619673,36793,13190,17401,66983,231800,1679869.96,wendys.com,fast_food,large,2025-07-01
272606,7531175,38210,13430,19422,74012,264444,1679373.52,wendys.com,fast_food,large,2025-08-01
288908,6690104,33966,13303,21758,88182,296334,1257603.41,wendys.com,fast_food,large,2025-09-01
273297,3793927,38227,13437,19482,74241,265104,796513.18,wendys.com,fast_food,large,2025-10-01
273444,2931761,38217,13448,19489,74335,265155,498036.22,wendys.com,fast_food,large,2025-11-01
287870,8679894,36692,13934,21477,83917,272432,1882557.74,wendys.com,fast_food,large,2025-12-01
299878,8805146,38368,14039,21716,86761,282749,1817205.05,wendys.com,fast_food,large,2026-01-01
298105,8751735,38007,13997,21739,87574,280419,2171569.32,wendys.com,fast_food,large,2026-02-01
