domain,category,size_tier,date,metric,value
pepsi.com,beverages,large,2023-12-01,traffic_sum,36655.0
pepsi.com,beverages,large,2024-01-01,traffic_sum,49084.0
pepsi.com,beverages,large,2024-02-01,traffic_sum,64308.0
pepsi.com,beverages,large,2024-03-01,traffic_sum,72899.0
pepsi.com,beverages,large,2024-04-01,traffic_sum,64852.0
pepsi.com,beverages,large,2024-05-01,traffic_sum,62510.0
pepsi.com,beverages,large,2024-06-01,traffic_sum,58847.0
pepsi.com,beverages,large,2024-07-01,traffic_sum,70978.0
pepsi.com,beverages,large,2024-08-01,traffic_sum,66409.0
pepsi.com,beverages,large,2024-09-01,traffic_sum,60712.0
pepsi.com,beverages,large,2024-10-01,traffic_sum,54177.0
pepsi.com,beverages,large,2024-11-01,traffic_sum,53132.0
pepsi.com,beverages,large,2024-12-01,traffic_sum,50404.0
pepsi.com,beverages,large,2025-01-01,traffic_sum,46762.0
pepsi.com,beverages,large,2025-02-01,traffic_sum,44316.0
pepsi.com,beverages,large,2025-03-01,traffic_sum,28260.0
pepsi.com,beverages,large,2025-04-01,traffic_sum,16936.0
pepsi.com,beverages,large,2025-05-01,traffic_sum,17820.0
pepsi.com,beverages,large,2025-06-01,traffic_sum,15127.0
pepsi.com,beverages,large,2025-07-01,traffic_sum,18894.0
pepsi.com,beverages,large,2025-08-01,traffic_sum,9260.0
pepsi.com,beverages,large,2025-09-01,traffic_sum,24972.0
pepsi.com,beverages,large,2025-10-01,traffic_sum,7474.0
pepsi.com,beverages,large,2025-11-01,traffic_sum,4727.0
pepsi.com,beverages,large,2025-12-01,traffic_sum,19100.0
pepsi.com,beverages,large,2026-01-01,traffic_sum,25223.0
pepsi.com,beverages,large,2026-02-01,traffic_sum,18255.0
fiveguys.com,fast_food,small,2023-01-01,traffic_sum,384434.0
fiveguys.com,fast_food,small,2023-02-01,traffic_sum,408199.0
fiveguys.com,fast_food,small,2023-03-01,traffic_sum,444200.0
fiveguys.com,fast_food,small,2023-04-01,traffic_sum,452933.0
fiveguys.com,fast_food,small,2023-05-01,traffic_sum,435749.0
fiveguys.com,fast_food,small,2023-06-01,traffic_sum,434916.0
fiveguys.com,fast_food,small,2023-07-01,traffic_sum,435435.0
fiveguys.com,fast_food,small,2023-08-01,traffic_sum,448294.0
fiveguys.com,fast_food,small,2023-09-01,traffic_sum,455619.0
fiveguys.com,fast_food,small,2023-10-01,traffic_sum,450593.0
fiveguys.com,fast_food,small,2023-11-01,traffic_sum,1088035.0
fiveguys.com,fast_food,small,2023-12-01,traffic_sum,1494033.0
fiveguys.com,fast_food,small,2024-01-01,traffic_sum,1759267.0
fiveguys.com,fast_food,small,2024-02-01,traffic_sum,1782281.0
fiveguys.com,fast_food,small,2024-03-01,traffic_sum,1935934.0
fiveguys.com,fast_food,small,2024-04-01,traffic_sum,1966553.0
fiveguys.com,fast_food,small,2024-05-01,traffic_sum,1961479.0
fiveguys.com,fast_food,small,2024-06-01,traffic_sum,1726426.0
fiveguys.com,fast_food,small,2024-07-01,traffic_sum,1782671.0
fiveguys.com,fast_food,small,2024-08-01,traffic_sum,1865088.0
fiveguys.com,fast_food,small,2024-09-01,traffic_sum,2212419.0
fiveguys.com,fast_food,small,2024-10-01,traffic_sum,2179339.0
fiveguys.com,fast_food,small,2024-11-01,traffic_sum,2215281.0
fiveguys.com,fast_food,small,2024-12-01,traffic_sum,2059181.0
fiveguys.com,fast_food,small,2025-01-01,traffic_sum,1971509.0
fiveguys.com,fast_food,small,2025-02-01,traffic_sum,1946023.0
fiveguys.com,fast_food,small,2025-03-01,traffic_sum,771161.0
fiveguys.com,fast_food,small,2025-04-01,traffic_sum,1230983.0
fiveguys.com,fast_food,small,2025-05-01,traffic_sum,1392076.0
fiveguys.com,fast_food,small,2025-06-01,traffic_sum,1469900.0
fiveguys.com,fast_food,small,2025-07-01,traffic_sum,1349522.0
fiveguys.com,fast_food,small,2025-08-01,traffic_sum,1229399.0
fiveguys.com,fast_food,small,2025-09-01,traffic_sum,1387772.0
fiveguys.com,fast_food,small,2025-10-01,traffic_sum,1218840.0
fiveguys.com,fast_food,small,2025-11-01,traffic_sum,1228522.0
fiveguys.com,fast_food,small,2025-12-01,traffic_sum,920956.0
fiveguys.com,fast_food,small,2026-01-01,traffic_sum,1585732.0
fiveguys.com,fast_food,small,2026-02-01,traffic_sum,1608632.0
mcdonalds.com,fast_food,large,2023-01-01,traffic_sum,6475286.0
mcdonalds.com,fast_food,large,2023-02-01,traffic_sum,6228039.0
mcdonalds.com,fast_food,large,2023-03-01,traffic_sum,6540185.0
mcdonalds.com,fast_food,large,2023-04-01,traffic_sum,5967495.0
mcdonalds.com,fast_food,large,2023-05-01,traffic_sum,6570419.0
mcdonalds.com,fast_food,large,2023-06-01,traffic_sum,6485504.0
mcdonalds.com,fast_food,large,2023-07-01,traffic_sum,6451821.0
mcdonalds.com,fast_food,large,2023-08-01,traffic_sum,6498576.0
mcdonalds.com,fast_food,large,2023-09-01,traffic_sum,6613060.0
mcdonalds.com,fast_food,large,2023-10-01,traffic_sum,11157568.0
mcdonalds.com,fast_food,large,2023-11-01,traffic_sum,17528117.0
mcdonalds.com,fast_food,large,2023-12-01,traffic_sum,20800182.0
mcdonalds.com,fast_food,large,2024-01-01,traffic_sum,22856128.0
mcdonalds.com,fast_food,large,2024-02-01,traffic_sum,25280602.0
mcdonalds.com,fast_food,large,2024-03-01,traffic_sum,24532223.0
mcdonalds.com,fast_food,large,2024-04-01,traffic_sum,24507930.0
mcdonalds.com,fast_food,large,2024-05-01,traffic_sum,31687710.0
mcdonalds.com,fast_food,large,2024-06-01,traffic_sum,33230298.0
mcdonalds.com,fast_food,large,2024-07-01,traffic_sum,33366190.0
mcdonalds.com,fast_food,large,2024-08-01,traffic_sum,34840664.0
mcdonalds.com,fast_food,large,2024-09-01,traffic_sum,37341324.0
mcdonalds.com,fast_food,large,2024-10-01,traffic_sum,41927300.0
mcdonalds.com,fast_food,large,2024-11-01,traffic_sum,42557321.0
mcdonalds.com,fast_food,large,2024-12-01,traffic_sum,41072331.0
mcdonalds.com,fast_food,large,2025-01-01,traffic_sum,35816227.0
mcdonalds.com,fast_food,large,2025-02-01,traffic_sum,27895097.0
mcdonalds.com,fast_food,large,2025-03-01,traffic_sum,22805133.0
mcdonalds.com,fast_food,large,2025-04-01,traffic_sum,20248262.0
mcdonalds.com,fast_food,large,2025-05-01,traffic_sum,16908386.0
mcdonalds.com,fast_food,large,2025-06-01,traffic_sum,21778996.0
mcdonalds.com,fast_food,large,2025-07-01,traffic_sum,17556065.0
mcdonalds.com,fast_food,large,2025-08-01,traffic_sum,18154962.0
mcdonalds.com,fast_food,large,2025-09-01,traffic_sum,18404825.0
mcdonalds.com,fast_food,large,2025-10-01,traffic_sum,8719216.0
mcdonalds.com,fast_food,large,2025-11-01,traffic_sum,13568725.0
mcdonalds.com,fast_food,large,2025-12-01,traffic_sum,4284634.0
mcdonalds.com,fast_food,large,2026-01-01,traffic_sum,18103244.0
mcdonalds.com,fast_food,large,2026-02-01,traffic_sum,5144264.0
shakeshack.com,fast_food,small,2023-01-01,traffic_sum,236514.0
shakeshack.com,fast_food,small,2023-02-01,traffic_sum,220710.0
shakeshack.com,fast_food,small,2023-03-01,traffic_sum,221742.0
shakeshack.com,fast_food,small,2023-04-01,traffic_sum,216140.0
shakeshack.com,fast_food,small,2023-05-01,traffic_sum,207307.0
shakeshack.com,fast_food,small,2023-06-01,traffic_sum,203875.0
shakeshack.com,fast_food,small,2023-07-01,traffic_sum,205701.0
shakeshack.com,fast_food,small,2023-08-01,traffic_sum,202039.0
shakeshack.com,fast_food,small,2023-09-01,traffic_sum,201114.0
shakeshack.com,fast_food,small,2023-10-01,traffic_sum,202615.0
shakeshack.com,fast_food,small,2023-11-01,traffic_sum,287524.0
shakeshack.com,fast_food,small,2023-12-01,traffic_sum,394415.0
shakeshack.com,fast_food,small,2024-01-01,traffic_sum,604078.0
shakeshack.com,fast_food,small,2024-02-01,traffic_sum,785788.0
shakeshack.com,fast_food,small,2024-03-01,traffic_sum,597961.0
shakeshack.com,fast_food,small,2024-04-01,traffic_sum,555892.0
shakeshack.com,fast_food,small,2024-05-01,traffic_sum,677337.0
shakeshack.com,fast_food,small,2024-06-01,traffic_sum,774162.0
shakeshack.com,fast_food,small,2024-07-01,traffic_sum,1158504.0
shakeshack.com,fast_food,small,2024-08-01,traffic_sum,1263346.0
shakeshack.com,fast_food,small,2024-09-01,traffic_sum,1402573.0
shakeshack.com,fast_food,small,2024-10-01,traffic_sum,1251392.0
shakeshack.com,fast_food,small,2024-11-01,traffic_sum,1068563.0
shakeshack.com,fast_food,small,2024-12-01,traffic_sum,1019363.0
shakeshack.com,fast_food,small,2025-01-01,traffic_sum,981215.0
shakeshack.com,fast_food,small,2025-02-01,traffic_sum,1431747.0
shakeshack.com,fast_food,small,2025-03-01,traffic_sum,426930.0
shakeshack.com,fast_food,small,2025-04-01,traffic_sum,323260.0
shakeshack.com,fast_food,small,2025-05-01,traffic_sum,322095.0
shakeshack.com,fast_food,small,2025-06-01,traffic_sum,1111795.0
shakeshack.com,fast_food,small,2025-07-01,traffic_sum,532402.0
shakeshack.com,fast_food,small,2025-08-01,traffic_sum,717085.0
shakeshack.com,fast_food,small,2025-09-01,traffic_sum,958210.0
shakeshack.com,fast_food,small,2025-10-01,traffic_sum,696632.0
shakeshack.com,fast_food,small,2025-11-01,traffic_sum,659112.0
shakeshack.com,fast_food,small,2025-12-01,traffic_sum,907552.0
shakeshack.com,fast_food,small,2026-01-01,traffic_sum,957931.0
shakeshack.com,fast_food,small,2026-02-01,traffic_sum,968296.0
wendys.com,fast_food,large,2023-01-01,traffic_sum,2828846.0
wendys.com,fast_food,large,2023-02-01,traffic_sum,2567277.0
wendys.com,fast_food,large,2023-03-01,traffic_sum,2605144.0
wendys.com,fast_food,large,2023-04-01,traffic_sum,2717611.0
wendys.com,fast_food,large,2023-05-01,traffic_sum,2770626.0
wendys.com,fast_food,large,2023-06-01,traffic_sum,1983903.0
wendys.com,fast_food,large,2023-07-01,traffic_sum,1535629.0
wendys.com,fast_food,large,2023-08-01,traffic_sum,1252136.0
wendys.com,fast_food,large,2023-09-01,traffic_sum,1277485.0
wendys.com,fast_food,large,2023-10-01,traffic_sum,1225934.0
wendys.com,fast_food,large,2023-11-01,traffic_sum,2316729.0
wendys.com,fast_food,large,2023-12-01,traffic_sum,3311738.0
wendys.com,fast_food,large,2024-01-01,traffic_sum,3996684.0
wendys.com,fast_food,large,2024-02-01,traffic_sum,3942301.0
wendys.com,fast_food,large,2024-03-01,traffic_sum,3788356.0
wendys.com,fast_food,large,2024-04-01,traffic_sum,4919301.0
wendys.com,fast_food,large,2024-05-01,traffic_sum,5419279.0
wendys.com,fast_food,large,2024-06-01,traffic_sum,5291092.0
wendys.com,fast_food,large,2024-07-01,traffic_sum,5828901.0
wendys.com,fast_food,large,2024-08-01,traffic_sum,7097212.0
wendys.com,fast_food,large,2024-09-01,traffic_sum,9530771.0
wendys.com,fast_food,large,2024-10-01,traffic_sum,11793428.0
wendys.com,fast_food,large,2024-11-01,traffic_sum,11226440.0
wendys.com,fast_food,large,2024-12-01,traffic_sum,11452185.0
wendys.com,fast_food,large,2025-01-01,traffic_sum,10362063.0
wendys.com,fast_food,large,2025-02-01,traffic_sum,10379243.0
wendys.com,fast_food,large,2025-03-01,traffic_sum,3904887.0
wendys.com,fast_food,large,2025-04-01,traffic_sum,4812743.0
wendys.com,fast_food,large,2025-05-01,traffic_sum,4913303.0
wendys.com,fast_food,large,2025-06-01,traffic_sum,6214335.0
wendys.com,fast_food,large,2025-07-01,traffic_sum,7619673.0
wendys.com,fast_food,large,2025-08-01,traffic_sum,7531175.0
wendys.com,fast_food,large,2025-09-01,traffic_sum,6690104.0
wendys.com,fast_food,large,2025-10-01,traffic_sum,3793927.0
wendys.com,fast_food,large,2025-11-01,traffic_sum,2931761.0
wendys.com,fast_food,large,2025-12-01,traffic_sum,8679894.0
wendys.com,fast_food,large,2026-01-01,traffic_sum,8805146.0
wendys.com,fast_food,large,2026-02-01,traffic_sum,8751735.0
coca-cola.com,beverages,large,2023-01-01,price_sum,284218.0
coca-cola.com,beverages,large,2023-02-01,price_sum,407931.0
coca-cola.com,beverages,large,2023-03-01,price_sum,385610.0
coca-cola.com,beverages,large,2023-04-01,price_sum,323535.0
coca-cola.com,beverages,large,2023-05-01,price_sum,308172.0
coca-cola.com,beverages,large,2023-06-01,price_sum,309778.0
coca-cola.com,beverages,large,2023-07-01,price_sum,1412596.0
coca-cola.com,beverages,large,2023-08-01,price_sum,1856145.0
coca-cola.com,beverages,large,2023-09-01,price_sum,2414936.0
coca-cola.com,beverages,large,2023-10-01,price_sum,2606728.0
coca-cola.com,beverages,large,2023-11-01,price_sum,1592939.0
coca-cola.com,beverages,large,2023-12-01,price_sum,820908.0
coca-cola.com,beverages,large,2024-01-01,price_sum,722866.0
coca-cola.com,beverages,large,2024-02-01,price_sum,1360336.0
coca-cola.com,beverages,large,2024-03-01,price_sum,1430106.0
coca-cola.com,beverages,large,2024-04-01,price_sum,850345.0
coca-cola.com,beverages,large,2024-05-01,price_sum,406334.0
coca-cola.com,beverages,large,2024-06-01,price_sum,614336.0
coca-cola.com,beverages,large,2024-07-01,price_sum,662615.0
coca-cola.com,beverages,large,2024-08-01,price_sum,741362.0
coca-cola.com,beverages,large,2024-09-01,price_sum,731392.0
coca-cola.com,beverages,large,2024-10-01,price_sum,474361.0
coca-cola.com,beverages,large,2024-11-01,price_sum,267990.0
coca-cola.com,beverages,large,2024-12-01,price_sum,160695.0
coca-cola.com,beverages,large,2025-01-01,price_sum,132051.58
coca-cola.com,beverages,large,2025-02-01,price_sum,763341.29
coca-cola.com,beverages,large,2025-03-01,price_sum,111702.4
coca-cola.com,beverages,large,2025-04-01,price_sum,106354.69
coca-cola.com,beverages,large,2025-05-01,price_sum,117595.2
coca-cola.com,beverages,large,2025-06-01,price_sum,159238.51
coca-cola.com,beverages,large,2025-07-01,price_sum,196921.03
coca-cola.com,beverages,large,2025-08-01,price_sum,172188.66
coca-cola.com,beverages,large,2025-09-01,price_sum,253900.56
coca-cola.com,beverages,large,2025-10-01,price_sum,175597.2
coca-cola.com,beverages,large,2025-11-01,price_sum,110911.16
coca-cola.com,beverages,large,2025-12-01,price_sum,151224.46
coca-cola.com,beverages,large,2026-01-01,price_sum,140295.25
coca-cola.com,beverages,large,2026-02-01,price_sum,91663.77
drinkolipop.com,beverages,small,2023-01-01,price_sum,15342.0
drinkolipop.com,beverages,small,2023-02-01,price_sum,20099.0
drinkolipop.com,beverages,small,2023-03-01,price_sum,19537.0
drinkolipop.com,beverages,small,2023-04-01,price_sum,19344.0
drinkolipop.com,beverages,small,2023-05-01,price_sum,19833.0
drinkolipop.com,beverages,small,2023-06-01,price_sum,17359.0
drinkolipop.com,beverages,small,2023-07-01,price_sum,18143.0
drinkolipop.com,beverages,small,2023-08-01,price_sum,23733.0
drinkolipop.com,beverages,small,2023-09-01,price_sum,26382.0
drinkolipop.com,beverages,small,2023-10-01,price_sum,30791.0
drinkolipop.com,beverages,small,2023-11-01,price_sum,26308.0
drinkolipop.com,beverages,small,2023-12-01,price_sum,19340.0
drinkolipop.com,beverages,small,2024-01-01,price_sum,22116.0
drinkolipop.com,beverages,small,2024-02-01,price_sum,34349.0
drinkolipop.com,beverages,small,2024-03-01,price_sum,34563.0
drinkolipop.com,beverages,small,2024-04-01,price_sum,24880.0
drinkolipop.com,beverages,small,2024-05-01,price_sum,21211.0
drinkolipop.com,beverages,small,2024-06-01,price_sum,29067.0
drinkolipop.com,beverages,small,2024-07-01,price_sum,49489.0
drinkolipop.com,beverages,small,2024-08-01,price_sum,50104.0
drinkolipop.com,beverages,small,2024-09-01,price_sum,43421.0
drinkolipop.com,beverages,small,2024-10-01,price_sum,53348.0
drinkolipop.com,beverages,small,2024-11-01,price_sum,55781.0
drinkolipop.com,beverages,small,2024-12-01,price_sum,44645.0
drinkolipop.com,beverages,small,2025-01-01,price_sum,42322.87
drinkolipop.com,beverages,small,2025-02-01,price_sum,37206.06
drinkolipop.com,beverages,small,2025-03-01,price_sum,5082.09
drinkolipop.com,beverages,small,2025-04-01,price_sum,2024.91
drinkolipop.com,beverages,small,2025-05-01,price_sum,727.13
drinkolipop.com,beverages,small,2025-06-01,price_sum,1634.66
drinkolipop.com,beverages,small,2025-07-01,price_sum,1862.72
drinkolipop.com,beverages,small,2025-08-01,price_sum,2021.28
drinkolipop.com,beverages,small,2025-09-01,price_sum,1839.87
drinkolipop.com,beverages,small,2025-10-01,price_sum,1406.42
drinkolipop.com,beverages,small,2025-11-01,price_sum,1623.31
drinkolipop.com,beverages,small,2025-12-01,price_sum,2407.49
drinkolipop.com,beverages,small,2026-01-01,price_sum,2997.41
drinkolipop.com,beverages,small,2026-02-01,price_sum,2391.6
drpepper.com,beverages,large,2023-01-01,price_sum,18688.0
drpepper.com,beverages,large,2023-02-01,price_sum,21460.0
drpepper.com,beverages,large,2023-03-01,price_sum,26414.0
drpepper.com,beverages,large,2023-04-01,price_sum,25494.0
drpepper.com,beverages,large,2023-05-01,price_sum,22825.0
drpepper.com,beverages,large,2023-06-01,price_sum,19884.0
drpepper.com,beverages,large,2023-07-01,price_sum,65675.0
drpepper.com,beverages,large,2023-08-01,price_sum,121789.0
drpepper.com,beverages,large,2023-09-01,price_sum,138046.0
drpepper.com,beverages,large,2023-10-01,price_sum,136952.0
drpepper.com,beverages,large,2023-11-01,price_sum,86510.0
drpepper.com,beverages,large,2023-12-01,price_sum,57276.0
drpepper.com,beverages,large,2024-01-01,price_sum,133471.0
drpepper.com,beverages,large,2024-02-01,price_sum,91697.0
drpepper.com,beverages,large,2024-03-01,price_sum,47889.0
drpepper.com,beverages,large,2024-04-01,price_sum,21645.0
drpepper.com,beverages,large,2024-05-01,price_sum,32449.0
drpepper.com,beverages,large,2024-06-01,price_sum,29916.0
drpepper.com,beverages,large,2024-07-01,price_sum,23127.0
drpepper.com,beverages,large,2024-08-01,price_sum,20885.0
drpepper.com,beverages,large,2024-09-01,price_sum,20017.0
drpepper.com,beverages,large,2024-10-01,price_sum,19295.0
drpepper.com,beverages,large,2024-11-01,price_sum,26540.0
drpepper.com,beverages,large,2024-12-01,price_sum,25208.0
drpepper.com,beverages,large,2025-01-01,price_sum,27633.2
drpepper.com,beverages,large,2025-02-01,price_sum,27808.92
drpepper.com,beverages,large,2025-03-01,price_sum,51499.4
drpepper.com,beverages,large,2025-04-01,price_sum,11723.01
drpepper.com,beverages,large,2025-05-01,price_sum,18273.33
drpepper.com,beverages,large,2025-06-01,price_sum,54280.88
drpepper.com,beverages,large,2025-07-01,price_sum,37248.17
drpepper.com,beverages,large,2025-08-01,price_sum,42713.3
drpepper.com,beverages,large,2025-09-01,price_sum,48482.14
drpepper.com,beverages,large,2025-10-01,price_sum,46579.71
drpepper.com,beverages,large,2025-11-01,price_sum,37056.1
drpepper.com,beverages,large,2025-12-01,price_sum,27857.01
drpepper.com,beverages,large,2026-01-01,price_sum,42765.45
drpepper.com,beverages,large,2026-02-01,price_sum,29393.96
pepsi.com,beverages,large,2023-01-01,price_sum,19311.0
pepsi.com,beverages,large,2023-02-01,price_sum,16661.0
pepsi.com,beverages,large,2023-03-01,price_sum,16447.0
pepsi.com,beverages,large,2023-04-01,price_sum,16272.0
pepsi.com,beverages,large,2023-05-01,price_sum,15740.0
pepsi.com,beverages,large,2023-06-01,price_sum,13882.0
pepsi.com,beverages,large,2023-07-01,price_sum,29416.0
pepsi.com,beverages,large,2023-08-01,price_sum,41625.0
pepsi.com,beverages,large,2023-09-01,price_sum,48288.0
pepsi.com,beverages,large,2023-10-01,price_sum,38668.0
pepsi.com,beverages,large,2023-11-01,price_sum,19866.0
pepsi.com,beverages,large,2023-12-01,price_sum,9152.0
pepsi.com,beverages,large,2024-01-01,price_sum,27847.0
pepsi.com,beverages,large,2024-02-01,price_sum,29430.0
pepsi.com,beverages,large,2024-03-01,price_sum,23400.0
pepsi.com,beverages,large,2024-04-01,price_sum,15101.0
pepsi.com,beverages,large,2024-05-01,price_sum,12828.0
pepsi.com,beverages,large,2024-06-01,price_sum,11903.0
pepsi.com,beverages,large,2024-07-01,price_sum,13532.0
pepsi.com,beverages,large,2024-08-01,price_sum,15594.0
pepsi.com,beverages,large,2024-09-01,price_sum,15727.0
pepsi.com,beverages,large,2024-10-01,price_sum,12312.0
pepsi.com,beverages,large,2024-11-01,price_sum,10424.0
pepsi.com,beverages,large,2024-12-01,price_sum,8919.0
pepsi.com,beverages,large,2025-01-01,price_sum,8305.14
pepsi.com,beverages,large,2025-02-01,price_sum,16867.69
pepsi.com,beverages,large,2025-03-01,price_sum,7251.99
pepsi.com,beverages,large,2025-04-01,price_sum,2335.86
pepsi.com,beverages,large,2025-05-01,price_sum,2089.7
pepsi.com,beverages,large,2025-06-01,price_sum,3071.99
pepsi.com,beverages,large,2025-07-01,price_sum,6950.2
pepsi.com,beverages,large,2025-08-01,price_sum,4999.09
pepsi.com,beverages,large,2025-09-01,price_sum,7879.22
pepsi.com,beverages,large,2025-10-01,price_sum,4380.48
pepsi.com,beverages,large,2025-11-01,price_sum,2171.49
pepsi.com,beverages,large,2025-12-01,price_sum,4425.96
pepsi.com,beverages,large,2026-01-01,price_sum,7465.54
pepsi.com,beverages,large,2026-02-01,price_sum,3545.13
fiveguys.com,fast_food,small,2023-01-01,price_sum,419420.0
fiveguys.com,fast_food,small,2023-02-01,price_sum,484728.0
fiveguys.com,fast_food,small,2023-03-01,price_sum,554952.0
fiveguys.com,fast_food,small,2023-04-01,price_sum,595178.0
fiveguys.com,fast_food,small,2023-05-01,price_sum,543946.0
fiveguys.com,fast_food,small,2023-06-01,price_sum,564583.0
fiveguys.com,fast_food,small,2023-07-01,price_sum,412121.0
fiveguys.com,fast_food,small,2023-08-01,price_sum,323595.0
fiveguys.com,fast_food,small,2023-09-01,price_sum,280508.0
fiveguys.com,fast_food,small,2023-10-01,price_sum,281164.0
fiveguys.com,fast_food,small,2023-11-01,price_sum,310660.0
fiveguys.com,fast_food,small,2023-12-01,price_sum,324838.0
fiveguys.com,fast_food,small,2024-01-01,price_sum,300068.0
fiveguys.com,fast_food,small,2024-02-01,price_sum,322003.0
fiveguys.com,fast_food,small,2024-03-01,price_sum,312569.0
fiveguys.com,fast_food,small,2024-04-01,price_sum,276960.0
fiveguys.com,fast_food,small,2024-05-01,price_sum,225391.0
fiveguys.com,fast_food,small,2024-06-01,price_sum,175962.0
fiveguys.com,fast_food,small,2024-07-01,price_sum,178826.0
fiveguys.com,fast_food,small,2024-08-01,price_sum,172009.0
fiveguys.com,fast_food,small,2024-09-01,price_sum,197385.0
fiveguys.com,fast_food,small,2024-10-01,price_sum,229970.0
fiveguys.com,fast_food,small,2024-11-01,price_sum,213517.0
fiveguys.com,fast_food,small,2024-12-01,price_sum,173006.0
fiveguys.com,fast_food,small,2025-01-01,price_sum,103393.71
fiveguys.com,fast_food,small,2025-02-01,price_sum,106172.75
fiveguys.com,fast_food,small,2025-03-01,price_sum,42559.35
fiveguys.com,fast_food,small,2025-04-01,price_sum,52211.04
fiveguys.com,fast_food,small,2025-05-01,price_sum,41597.81
fiveguys.com,fast_food,small,2025-06-01,price_sum,33990.3
fiveguys.com,fast_food,small,2025-07-01,price_sum,35898.75
fiveguys.com,fast_food,small,2025-08-01,price_sum,25639.71
fiveguys.com,fast_food,small,2025-09-01,price_sum,70474.55
fiveguys.com,fast_food,small,2025-10-01,price_sum,47692.61
fiveguys.com,fast_food,small,2025-11-01,price_sum,40540.58
fiveguys.com,fast_food,small,2025-12-01,price_sum,42634.13
fiveguys.com,fast_food,small,2026-01-01,price_sum,107155.21
fiveguys.com,fast_food,small,2026-02-01,price_sum,107540.3
mcdonalds.com,fast_food,large,2023-01-01,price_sum,12383859.0
mcdonalds.com,fast_food,large,2023-02-01,price_sum,11752390.0
mcdonalds.com,fast_food,large,2023-03-01,price_sum,12497559.0
mcdonalds.com,fast_food,large,2023-04-01,price_sum,11495405.0
mcdonalds.com,fast_food,large,2023-05-01,price_sum,12248609.0
mcdonalds.com,fast_food,large,2023-06-01,price_sum,12293004.0
mcdonalds.com,fast_food,large,2023-07-01,price_sum,16486388.0
mcdonalds.com,fast_food,large,2023-08-01,price_sum,19591612.0
mcdonalds.com,fast_food,large,2023-09-01,price_sum,21120996.0
mcdonalds.com,fast_food,large,2023-10-01,price_sum,27775760.0
mcdonalds.com,fast_food,large,2023-11-01,price_sum,32678052.0
mcdonalds.com,fast_food,large,2023-12-01,price_sum,34168585.0
mcdonalds.com,fast_food,large,2024-01-01,price_sum,38467663.0
mcdonalds.com,fast_food,large,2024-02-01,price_sum,44235593.0
mcdonalds.com,fast_food,large,2024-03-01,price_sum,41978890.0
mcdonalds.com,fast_food,large,2024-04-01,price_sum,33320458.0
mcdonalds.com,fast_food,large,2024-05-01,price_sum,33485478.0
mcdonalds.com,fast_food,large,2024-06-01,price_sum,34311774.0
mcdonalds.com,fast_food,large,2024-07-01,price_sum,36230727.0
mcdonalds.com,fast_food,large,2024-08-01,price_sum,35476533.0
mcdonalds.com,fast_food,large,2024-09-01,price_sum,36125539.0
mcdonalds.com,fast_food,large,2024-10-01,price_sum,40453351.0
mcdonalds.com,fast_food,large,2024-11-01,price_sum,40189421.0
mcdonalds.com,fast_food,large,2024-12-01,price_sum,38167527.0
mcdonalds.com,fast_food,large,2025-01-01,price_sum,30798988.05
mcdonalds.com,fast_food,large,2025-02-01,price_sum,26031189.66
mcdonalds.com,fast_food,large,2025-03-01,price_sum,20412200.55
mcdonalds.com,fast_food,large,2025-04-01,price_sum,8178183.16
mcdonalds.com,fast_food,large,2025-05-01,price_sum,10567542.58
mcdonalds.com,fast_food,large,2025-06-01,price_sum,13998234.78
mcdonalds.com,fast_food,large,2025-07-01,price_sum,11200507.29
mcdonalds.com,fast_food,large,2025-08-01,price_sum,11747687.62
mcdonalds.com,fast_food,large,2025-09-01,price_sum,13880266.38
mcdonalds.com,fast_food,large,2025-10-01,price_sum,5151205.05
mcdonalds.com,fast_food,large,2025-11-01,price_sum,9562841.97
mcdonalds.com,fast_food,large,2025-12-01,price_sum,1093996.09
mcdonalds.com,fast_food,large,2026-01-01,price_sum,6354689.62
mcdonalds.com,fast_food,large,2026-02-01,price_sum,1392712.75
shakeshack.com,fast_food,small,2023-01-01,price_sum,341781.0
shakeshack.com,fast_food,small,2023-02-01,price_sum,314828.0
shakeshack.com,fast_food,small,2023-03-01,price_sum,327722.0
shakeshack.com,fast_food,small,2023-04-01,price_sum,320660.0
shakeshack.com,fast_food,small,2023-05-01,price_sum,318015.0
shakeshack.com,fast_food,small,2023-06-01,price_sum,297867.0
shakeshack.com,fast_food,small,2023-07-01,price_sum,491574.0
shakeshack.com,fast_food,small,2023-08-01,price_sum,560786.0
shakeshack.com,fast_food,small,2023-09-01,price_sum,610505.0
shakeshack.com,fast_food,small,2023-10-01,price_sum,577415.0
shakeshack.com,fast_food,small,2023-11-01,price_sum,556438.0
shakeshack.com,fast_food,small,2023-12-01,price_sum,611813.0
shakeshack.com,fast_food,small,2024-01-01,price_sum,846964.0
shakeshack.com,fast_food,small,2024-02-01,price_sum,973825.0
shakeshack.com,fast_food,small,2024-03-01,price_sum,713249.0
shakeshack.com,fast_food,small,2024-04-01,price_sum,595356.0
shakeshack.com,fast_food,small,2024-05-01,price_sum,746583.0
shakeshack.com,fast_food,small,2024-06-01,price_sum,1284579.0
shakeshack.com,fast_food,small,2024-07-01,price_sum,2441297.0
shakeshack.com,fast_food,small,2024-08-01,price_sum,3098842.0
shakeshack.com,fast_food,small,2024-09-01,price_sum,3686081.0
